run_id,metric,scope,condition_or_contrast,n,value,ci_low,ci_high,p_value,effect_size
full-001,objective_score,condition_mean,A,60,0.9211805666666667,0.8796528333333332,0.95916665,,
full-001,objective_score,condition_mean,B,60,0.9136408833333334,0.8718155166666668,0.9545237999999999,,
full-001,objective_score,condition_mean,C,60,0.9194742166666665,0.8693254166666667,0.9620139,,
full-001,objective_score,condition_mean,D,60,0.95247355,0.9220039499999998,0.97848875,,
full-001,objective_score,contrast,C_vs_A,60,-0.0017063499999999973,-0.033819449999999994,0.032777799999999996,0.923828125,-0.022093434714887412
full-001,objective_score,contrast,C_vs_B,60,0.0058333333333333345,-0.03045635,0.04521824999999999,0.7734375,0.06549624371510843
full-001,objective_score,contrast,C_vs_D,60,-0.03299933333333334,-0.07609785,0.0019146666666666728,0.1357421875,-0.3593369157341426
full-001,objective_score,contrast,B_vs_A,60,-0.0075396833333333324,-0.03904766666666667,0.02153761666666667,0.6484375,-0.10656365342339724
full-001,objective_score,contrast,D_vs_A,60,0.03129298333333333,-0.006167316666666664,0.07346555,0.1484375,0.3387150564323659
full-001,judge_task_success,condition_mean,A,60,4.783333333333333,4.583333333333333,4.95,,
full-001,judge_task_success,condition_mean,B,60,4.8,4.6,4.966666666666667,,
full-001,judge_task_success,condition_mean,C,60,4.783333333333333,4.583333333333333,4.95,,
full-001,judge_task_success,condition_mean,D,60,4.883333333333334,4.7,5.0,,
full-001,judge_task_success,contrast,C_vs_A,60,0.0,-0.2166666666666667,0.24999999999999994,1.0,2.013291283110526e-17
full-001,judge_task_success,contrast,C_vs_B,60,-0.016666666666666666,-0.25,0.24999999999999994,1.0,-0.028386045861668197
full-001,judge_task_success,contrast,C_vs_D,60,-0.1,-0.18333333333333335,-0.03333333333333333,0.0625,-0.5251727826276826
full-001,judge_task_success,contrast,B_vs_A,60,0.016666666666666666,-0.19999999999999998,0.2333333333333333,1.0,0.03405805572770061
full-001,judge_task_success,contrast,D_vs_A,60,0.1,-0.10000000000000002,0.3333333333333333,0.5,0.19669210153290312
full-001,judge_thoroughness,condition_mean,A,60,4.2,3.85,4.516666666666667,,
full-001,judge_thoroughness,condition_mean,B,60,4.3,4.05,4.533333333333333,,
full-001,judge_thoroughness,condition_mean,C,60,4.366666666666666,4.15,4.583333333333333,,
full-001,judge_thoroughness,condition_mean,D,60,4.533333333333333,4.333333333333333,4.716666666666667,,
full-001,judge_thoroughness,contrast,C_vs_A,60,0.16666666666666666,-0.09999999999999999,0.4666666666666668,0.3857421875,0.23639448585188366
full-001,judge_thoroughness,contrast,C_vs_B,60,0.06666666666666667,-0.08333333333333333,0.25,0.626953125,0.16715614398097436
full-001,judge_thoroughness,contrast,C_vs_D,60,-0.16666666666666666,-0.33333333333333326,-0.016666666666666666,0.0869140625,-0.45444662957319304
full-001,judge_thoroughness,contrast,B_vs_A,60,0.1,-0.1,0.29999999999999993,0.443359375,0.2115759861273466
full-001,judge_thoroughness,contrast,D_vs_A,60,0.3333333333333333,0.016666666666666684,0.7333333333333332,0.09765625,0.4012691729407362
full-001,judge_constraint_adherence,condition_mean,A,60,4.8,4.616666666666666,4.95,,
full-001,judge_constraint_adherence,condition_mean,B,60,4.783333333333333,4.55,4.966666666666667,,
full-001,judge_constraint_adherence,condition_mean,C,60,4.733333333333333,4.466666666666667,4.95,,
full-001,judge_constraint_adherence,condition_mean,D,60,4.816666666666666,4.616666666666666,4.966666666666667,,
full-001,judge_constraint_adherence,contrast,C_vs_A,60,-0.06666666666666667,-0.2333333333333333,0.08333333333333333,0.5625,-0.18099342720014774
full-001,judge_constraint_adherence,contrast,C_vs_B,60,-0.05,-0.33333333333333337,0.25,0.81640625,-0.07473008255318785
full-001,judge_constraint_adherence,contrast,C_vs_D,60,-0.08333333333333333,-0.2,0.01666666666666667,0.28125,-0.317905378669871
full-001,judge_constraint_adherence,contrast,B_vs_A,60,-0.016666666666666666,-0.29999999999999993,0.2,1.0,-0.0288801829854191
full-001,judge_constraint_adherence,contrast,D_vs_A,60,0.016666666666666666,-0.11666666666666665,0.16666666666666666,1.0,0.05293732031380037
full-001,judge_error_checking,condition_mean,A,60,3.566666666666667,3.1,4.016666666666667,,
