run_id,sample_id,task_id,family,condition_id,condition_name,repetition,model,backend,condition_echo,objective_score,earned_points,max_points,planted_issue_recall,distractor_avoidance,judge_task_success,judge_thoroughness,judge_constraint_adherence,judge_error_checking,judge_depth,judge_usefulness,response_words,coverage,verification_markers,alternatives_markers,caveats_markers,self_correction_markers,constraint_completion
pilot-002,P03-A-r1,P03,planning,A,control,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,3,4,5,139,1.0,0,0,0,0,1.0
pilot-002,P03-B-r1,P03,planning,B,generic_encouragement,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,3,4,5,181,1.0,0,0,0,0,1.0
pilot-002,P03-D-r1,P03,planning,D,explicit_effort,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,5,4,5,276,1.0,0,0,0,0,1.0
pilot-002,P03-E01-r1,P03,planning,E01,combo_e01,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,5,5,5,271,1.0,0,0,0,0,1.0
pilot-002,P03-E02-r1,P03,planning,E02,combo_e02,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,5,5,5,377,1.0,0,0,0,0,1.0
pilot-002,P03-E03-r1,P03,planning,E03,combo_e03,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,5,5,5,241,1.0,1,0,0,0,1.0
pilot-002,P03-E04-r1,P03,planning,E04,combo_e04,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,5,5,5,285,1.0,0,0,0,0,1.0
pilot-002,P03-E05-r1,P03,planning,E05,combo_e05,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,5,5,5,292,1.0,1,0,0,0,1.0
pilot-002,P03-E06-r1,P03,planning,E06,combo_e06,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,5,4,5,333,1.0,1,0,0,0,1.0
pilot-002,P03-E07-r1,P03,planning,E07,combo_e07,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,5,5,5,252,0.8,0,0,0,0,1.0
pilot-002,P03-E08-r1,P03,planning,E08,combo_e08,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,4,4,5,249,0.8,1,0,0,0,1.0
pilot-002,P03-T01-r1,P03,planning,T01,phrase_t01,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,3,4,5,142,1.0,0,0,0,0,1.0
pilot-002,P03-T02-r1,P03,planning,T02,phrase_t02,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,3,4,5,163,0.6,0,0,0,0,1.0
pilot-002,P03-T03-r1,P03,planning,T03,phrase_t03,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,4,3,5,172,0.6,0,0,0,0,1.0
pilot-002,P03-T04-r1,P03,planning,T04,phrase_t04,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,3,4,5,151,0.8,0,0,0,1,1.0
pilot-002,P03-T05-r1,P03,planning,T05,phrase_t05,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,4,4,5,172,0.8,0,0,0,0,1.0
pilot-002,P03-T06-r1,P03,planning,T06,phrase_t06,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,5,5,5,236,1.0,1,0,0,0,1.0
pilot-002,P03-T07-r1,P03,planning,T07,phrase_t07,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,4,5,5,197,0.8,0,0,0,0,1.0
pilot-002,P03-T08-r1,P03,planning,T08,phrase_t08,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,3,4,5,171,0.6,0,0,0,0,1.0
pilot-002,P03-T09-r1,P03,planning,T09,phrase_t09,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,4,5,5,236,1.0,0,0,0,0,1.0
pilot-002,P03-T10-r1,P03,planning,T10,phrase_t10,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,3,4,5,169,0.6,0,0,0,0,1.0
pilot-002,P03-T11-r1,P03,planning,T11,phrase_t11,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,3,4,5,167,0.6,0,0,0,0,1.0
pilot-002,P03-T12-r1,P03,planning,T12,phrase_t12,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,5,5,5,216,1.0,0,0,0,0,1.0
pilot-002,P03-T13-r1,P03,planning,T13,phrase_t13,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,5,5,5,200,1.0,1,0,0,0,1.0
pilot-002,P03-T14-r1,P03,planning,T14,phrase_t14,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,4,5,5,255,1.0,0,0,0,0,1.0
pilot-002,P03-T15-r1,P03,planning,T15,phrase_t15,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,5,5,5,300,1.0,0,0,0,0,1.0
pilot-002,P03-T16-r1,P03,planning,T16,phrase_t16,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,3,4,5,186,0.8,0,0,0,0,1.0
pilot-002,P03-T17-r1,P03,planning,T17,phrase_t17,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,3,4,5,194,0.8,0,0,0,0,1.0
pilot-002,P03-T18-r1,P03,planning,T18,phrase_t18,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,3,4,5,180,0.8,0,0,0,0,1.0
pilot-002,P03-T19-r1,P03,planning,T19,phrase_t19,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,5,4,5,268,1.0,1,0,0,0,1.0
pilot-002,P03-T20-r1,P03,planning,T20,phrase_t20,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,4,5,5,229,1.0,0,0,0,0,1.0
pilot-002,P03-T21-r1,P03,planning,T21,phrase_t21,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,4,4,5,182,1.0,0,0,0,0,1.0
pilot-002,P03-T22-r1,P03,planning,T22,phrase_t22,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,3,3,5,172,0.6,0,0,0,0,1.0
pilot-002,P03-T23-r1,P03,planning,T23,phrase_t23,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,5,5,5,233,0.8,0,0,0,0,1.0
pilot-002,P03-T24-r1,P03,planning,T24,phrase_t24,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,4,5,5,173,0.6,0,0,0,0,1.0
pilot-002,P03-T25-r1,P03,planning,T25,phrase_t25,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,3,4,5,174,0.4,0,0,0,0,1.0
pilot-002,P03-T26-r1,P03,planning,T26,phrase_t26,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,4,4,5,179,0.8,0,0,0,0,1.0
pilot-002,R01-A-r1,R01,reasoning,A,control,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,3,3,5,57,0.75,0,0,0,0,1.0
pilot-002,R01-B-r1,R01,reasoning,B,generic_encouragement,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,3,4,5,70,1.0,0,0,0,0,1.0
pilot-002,R01-D-r1,R01,reasoning,D,explicit_effort,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,5,5,5,4,5,175,1.0,1,0,0,0,1.0
pilot-002,R01-E01-r1,R01,reasoning,E01,combo_e01,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,3,4,5,72,1.0,0,0,0,0,1.0
pilot-002,R01-E02-r1,R01,reasoning,E02,combo_e02,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,5,5,4,5,5,255,1.0,1,0,0,1,1.0
pilot-002,R01-E03-r1,R01,reasoning,E03,combo_e03,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,4,4,5,99,1.0,0,0,0,0,1.0
pilot-002,R01-E04-r1,R01,reasoning,E04,combo_e04,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,5,5,4,4,5,103,1.0,0,0,0,0,1.0
pilot-002,R01-E05-r1,R01,reasoning,E05,combo_e05,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,4,4,5,138,1.0,0,0,0,0,1.0
pilot-002,R01-E06-r1,R01,reasoning,E06,combo_e06,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,5,5,5,4,5,170,1.0,0,0,0,0,1.0
pilot-002,R01-E07-r1,R01,reasoning,E07,combo_e07,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,3,4,5,104,1.0,0,0,0,0,1.0
pilot-002,R01-E08-r1,R01,reasoning,E08,combo_e08,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,5,5,5,5,5,191,1.0,1,0,0,0,1.0
pilot-002,R01-T01-r1,R01,reasoning,T01,phrase_t01,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,2,3,5,59,1.0,0,0,0,0,1.0
pilot-002,R01-T02-r1,R01,reasoning,T02,phrase_t02,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,2,3,5,81,1.0,0,0,0,0,1.0
pilot-002,R01-T03-r1,R01,reasoning,T03,phrase_t03,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,3,5,2,3,5,48,1.0,0,0,0,0,1.0
pilot-002,R01-T04-r1,R01,reasoning,T04,phrase_t04,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,2,3,5,54,1.0,0,0,0,0,1.0
